"date","close","volume","open","high","low"

"2017/02/24","94.0100","1934661.0000","93.2500","94.0600","92.6700"
"2017/02/23","93.8400","2078165.0000","95.1600","95.2800","93.6000"
"2017/02/22","94.7500","1975049.0000","95.8900","95.9700","94.3100"
"2017/02/21","95.9700","1550923.0000","96.2000","96.3800","95.0500"
"2017/02/17","95.9100","1988583.0000","96.2100","96.3400","95.0200"
"2017/02/16","96.7200","2811933.0000","99.5900","99.5980","96.5700"
"2017/02/15","99.7900","1924877.0000","97.4400","100.2900","96.9100"
"2017/02/14","97.6800","1873278.0000","100.5100","100.6600","97.6000"
"2017/02/13","98.9700","1620375.0000","98.8800","99.4200","98.2050"
"2017/02/10","98.9000","2314945.0000","99.0300","100.2000","98.5200"
"2017/02/09","98.8800","1763828.0000","97.5600","99.1700","97.3000"
"2017/02/08","97.1800","1061765.0000","96.9800","97.2300","96.3300"
"2017/02/07","97.0100","1903166.0000","96.8700","97.2910","96.5300"
"2017/02/06","97.0200","2827948.0000","98.2500","99.3000","95.9900"
"2017/02/03","96.9200","1888508.0000","97.6800","98.5000","96.7000"
"2017/02/02","97.3800","1698109.0000","97.3300","98.0800","96.5640"
"2017/02/01","97.8600","3023647.0000","99.5600","100.0900","97.7700"
"2017/01/31","101.4300","1826104.0000","102.1500","102.4500","100.8900"
"2017/01/30","102.5500","2480859.0000","102.7200","104.3899","102.1000"
"2017/01/27","103.0800","7964400.0000","102.0000","104.0500","101.0000"
"2017/01/26","95.5000","5119291.0000","96.0000","99.3500","95.2000"
"2017/01/25","96.4200","2879489.0000","94.6000","97.2400","94.6000"
"2017/01/24","94.0300","1775730.0000","92.8700","94.4400","92.5100"
"2017/01/23","92.6400","2322989.0000","90.8900","93.6300","90.8900"
"2017/01/20","90.8200","954948.0000","91.3100","92.2100","90.7800"
"2017/01/19","90.9300","1144024.0000","91.8400","92.3500","90.5100"
"2017/01/18","91.9800","1202416.0000","92.8800","92.8800","91.3500"
"2017/01/17","92.3400","2008374.0000","90.5000","93.2000","89.6000"
"2017/01/13","90.5300","1527135.0000","92.5000","92.5000","90.5000"
"2017/01/12","91.9400","1904044.0000","92.6300","92.8000","90.2200"
"2017/01/11","92.9300","2206494.0000","94.3200","94.7600","92.0300"
"2017/01/10","94.8300","3055866.0000","93.6700","95.4700","93.3600"
"2017/01/09","92.7500","2775549.0000","93.8800","95.0000","92.6200"
"2017/01/06","92.4300","1858447.0000","91.0800","92.6300","90.8100"
"2017/01/05","91.4400","2507500.0000","90.8000","92.3300","90.6400"
"2017/01/04","90.2800","2598455.0000","87.7100","90.4600","87.7100"
"2017/01/03","87.4600","2704226.0000","87.2000","87.8902","86.2000"
"2016/12/30","86.5100","1887952.0000","87.1000","87.4500","85.5700"
"2016/12/29","87.1700","982529.0000","87.0700","87.5200","86.7400"
"2016/12/28","87.0800","1666997.0000","88.2300","88.6700","86.6210"
"2016/12/27","88.2400","1482282.0000","88.6300","89.2200","88.0100"
"2016/12/23","88.3400","1256367.0000","87.8100","89.0000","87.7400"
"2016/12/22","88.2500","2076970.0000","89.0100","89.1900","87.7000"
"2016/12/21","89.2700","2455172.0000","89.1000","89.7000","88.0000"
"2016/12/20","88.3100","4094157.0000","90.3300","91.0600","88.0000"
"2016/12/19","90.1200","3140653.0000","92.0000","92.7140","89.8500"
"2016/12/16","91.9000","4106637.0000","91.0400","92.1500","90.4300"
"2016/12/15","90.8800","3120197.0000","91.8200","92.4800","90.3900"
"2016/12/14","92.1600","3534712.0000","93.7500","94.4699","91.4500"
"2016/12/13","93.5000","3737460.0000","93.1300","94.7500","92.0200"
"2016/12/12","91.5000","3359173.0000","92.2800","92.4900","90.0786"
"2016/12/09","91.8800","9963495.0000","96.4100","96.4940","91.1500"
"2016/12/08","90.7200","12643390.0000","102.2300","102.2300","90.0000"
"2016/12/07","101.9900","1769334.0000","101.2800","102.0900","100.0500"
"2016/12/06","102.1800","2891745.0000","99.0000","102.3000","98.7500"
"2016/12/05","98.3700","1678578.0000","99.5600","100.3900","97.9700"
"2016/12/02","98.6400","1956009.0000","98.0000","99.6000","97.4011"
"2016/12/01","99.2700","3881576.0000","101.0000","101.0000","97.3300"
"2016/11/30","101.9900","2617650.0000","101.8000","104.9000","101.5200"
"2016/11/29","99.7900","2684548.0000","101.1800","102.5500","99.2000"
"2016/11/28","102.0000","2745696.0000","101.4100","103.1500","100.7600"
"2016/11/25","101.5500","1170433.0000","101.5100","102.2000","100.4700"
"2016/11/23","101.3200","4268120.0000","97.9500","101.5300","97.5501"
"2016/11/22","98.1000","2690278.0000","97.0600","98.3100","95.9976"
"2016/11/21","97.3800","5209442.0000","94.7100","98.4499","94.2500"
"2016/11/18","92.3500","3223110.0000","91.2300","94.0000","90.8900"
"2016/11/17","90.4400","3635959.0000","87.7900","90.6600","87.3500"
"2016/11/16","86.5700","1825773.0000","86.7800","87.9200","85.9000"
"2016/11/15","86.8700","2288728.0000","84.9500","87.5500","84.8800"
"2016/11/14","84.5100","2479622.0000","84.5000","85.9900","82.7600"
"2016/11/11","84.9800","3251920.0000","84.7900","85.5294","82.5100"
"2016/11/10","85.3000","3563134.0000","89.1600","89.6500","84.8000"
"2016/11/09","87.8400","2798865.0000","85.3500","88.5300","84.6000"
"2016/11/08","86.6700","3435253.0000","87.9000","88.4800","86.1800"
"2016/11/07","87.8600","2790891.0000","89.9500","90.0000","87.3200"
"2016/11/04","88.0400","3210361.0000","88.2300","89.2000","86.5700"
"2016/11/03","87.5300","9049061.0000","92.2100","92.9300","86.7300"
"2016/11/02","96.5200","2498095.0000","97.7700","98.1100","95.8600"
"2016/11/01","98.2300","3720336.0000","96.4300","99.7500","95.9500"
"2016/10/31","94.5500","1341372.0000","94.6600","95.0500","93.4200"
"2016/10/28","94.1800","2079028.0000","94.2900","95.5500","93.7500"
"2016/10/27","94.1800","1848129.0000","97.0500","97.0500","93.1200"
"2016/10/26","95.7500","1802865.0000","95.2300","97.5500","95.2300"
"2016/10/25","95.5700","1172617.0000","96.6500","96.6660","95.1501"
"2016/10/24","96.8000","1500066.0000","96.8200","97.8900","96.4000"
"2016/10/21","95.2700","1927735.0000","95.5000","96.2300","94.5000"
"2016/10/20","96.0000","1497295.0000","95.1400","97.2400","95.0100"
"2016/10/19","95.5200","1849747.0000","92.7900","95.9400","92.7900"
"2016/10/18","92.9800","1173288.0000","94.4900","94.8800","92.5700"
"2016/10/17","93.1000","1887846.0000","91.2300","94.1371","91.0600"
"2016/10/14","93.3700","2883796.0000","95.6700","96.3400","91.9100"
"2016/10/13","94.9500","3059841.0000","95.7500","95.7893","92.8200"
"2016/10/12","96.4300","2032866.0000","97.3300","97.9100","96.0000"
"2016/10/11","97.7000","2791150.0000","99.8300","101.0600","97.3800"
"2016/10/10","98.6700","1813284.0000","97.1900","99.4900","97.0100"
"2016/10/07","97.0100","2165880.0000","97.6300","97.9850","96.1400"
"2016/10/06","97.7400","1967973.0000","97.5000","98.6013","97.1000"
"2016/10/05","97.9400","2699876.0000","96.3200","98.3700","95.8800"
"2016/10/04","96.3800","3287297.0000","99.2700","99.5900","96.1600"
"2016/10/03","99.2800","4234280.0000","100.2900","101.2500","98.9300"
"2016/09/30","97.4200","6734832.0000","98.1400","98.4500","94.8000"
"2016/09/29","100.5900","2857155.0000","101.1700","103.6300","100.0000"
"2016/09/28","101.6600","3047273.0000","101.5600","101.7500","98.5000"
"2016/09/27","100.7400","3776677.0000","100.1400","102.1100","99.7700"
"2016/09/26","100.8100","2621441.0000","101.5500","101.6700","99.6600"
"2016/09/23","102.1400","5126197.0000","101.0800","102.5500","98.3815"
"2016/09/22","102.2900","3836846.0000","103.5100","104.0800","101.7200"
"2016/09/21","103.0000","4014850.0000","104.0900","105.2200","101.5100"
"2016/09/20","103.4900","2817478.0000","103.7300","104.8200","102.4200"
"2016/09/19","103.9600","4272089.0000","108.2800","108.4280","103.4500"
"2016/09/16","108.5700","3835024.0000","108.6500","109.2700","106.7200"
"2016/09/15","108.6800","5709491.0000","106.8800","109.5000","104.7300"
"2016/09/14","107.2500","4909913.0000","104.5000","107.6800","103.2600"
"2016/09/13","103.7100","4453106.0000","103.0600","104.7900","102.2000"
"2016/09/12","104.0100","6992850.0000","97.5700","104.0699","97.0800"
"2016/09/09","98.4100","6336276.0000","96.3700","98.5000","95.2300"
"2016/09/08","95.7800","2793200.0000","95.9400","96.7100","95.0200"
"2016/09/07","94.3500","2610550.0000","93.4900","95.2400","93.2500"
"2016/09/06","92.7900","2023919.0000","92.9600","93.8800","91.8200"
"2016/09/02","92.3800","3024091.0000","93.8000","94.0500","91.1100"
"2016/09/01","93.1700","6803773.0000","93.5800","95.2600","93.0000"
"2016/08/31","89.3200","2146591.0000","89.2700","90.9500","88.5000"
"2016/08/30","90.1500","2159419.0000","90.8600","91.8100","89.6400"
"2016/08/29","90.7200","2150458.0000","89.3500","91.8020","89.3000"
"2016/08/26","89.8500","3115441.0000","90.6900","91.2990","88.8700"
"2016/08/25","90.5100","2757596.0000","91.6200","92.4590","90.0600"
"2016/08/24","90.8100","6065109.0000","96.0100","96.4800","90.3500"
"2016/08/23","96.3900","2774483.0000","98.0200","98.9050","96.2500"
"2016/08/22","97.1000","2695042.0000","97.6900","97.7008","96.1200"
"2016/08/19","97.3800","3886321.0000","98.7900","99.0000","95.9400"
"2016/08/18","99.6800","3053879.0000","100.9500","101.3830","98.2500"
"2016/08/17","101.3300","2032812.0000","101.8800","102.0990","100.8700"
